nohup: ignoring input
session: 0, experiment: 0
epoch 100,loss 0.0032,train acc 0.895,test acc 0.448
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.556
session: 0, experiment: 7
epoch 100,loss 0.0018,train acc 0.969,test acc 0.834
epoch 200,loss 0.0001,train acc 1.000,test acc 0.884
epoch 300,loss 0.0000,train acc 1.000,test acc 0.884
epoch 400,loss 0.0000,train acc 1.000,test acc 0.884
epoch 500,loss 0.0000,train acc 1.000,test acc 0.884
epoch 600,loss 0.0000,train acc 1.000,test acc 0.884
epoch 700,loss 0.0000,train acc 1.000,test acc 0.884
epoch 800,loss 0.0000,train acc 1.000,test acc 0.884
epoch 900,loss 0.0000,train acc 1.000,test acc 0.884
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.884
session: 0, experiment: 8
epoch 100,loss 0.0035,train acc 0.898,test acc 0.332
epoch 200,loss 0.0003,train acc 1.000,test acc 0.261
epoch 300,loss 0.0001,train acc 1.000,test acc 0.116
epoch 400,loss 0.0000,train acc 1.000,test acc 0.174
epoch 500,loss 0.0000,train acc 1.000,test acc 0.116
epoch 600,loss 0.0000,train acc 1.000,test acc 0.116
epoch 700,loss 0.0000,train acc 1.000,test acc 0.120
epoch 800,loss 0.0000,train acc 1.000,test acc 0.116
epoch 900,loss 0.0000,train acc 1.000,test acc 0.116
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.116
session: 0, experiment: 9
epoch 100,loss 0.0043,train acc 0.811,test acc 0.432
epoch 200,loss 0.0002,train acc 1.000,test acc 0.398
epoch 300,loss 0.0000,train acc 1.000,test acc 0.373
epoch 400,loss 0.0000,train acc 1.000,test acc 0.614
epoch 500,loss 0.0000,train acc 1.000,test acc 0.664
epoch 600,loss 0.0000,train acc 1.000,test acc 0.544
epoch 700,loss 0.0000,train acc 1.000,test acc 0.739
epoch 800,loss 0.0000,train acc 1.000,test acc 0.714
epoch 900,loss 0.0000,train acc 1.000,test acc 0.759
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.788
session: 0, experiment: 10
epoch 100,loss 0.0051,train acc 0.856,test acc 0.253
epoch 200,loss 0.0006,train acc 0.984,test acc 0.253
epoch 300,loss 0.0001,train acc 1.000,test acc 0.253
epoch 400,loss 0.0000,train acc 1.000,test acc 0.253
epoch 500,loss 0.0000,train acc 1.000,test acc 0.253
epoch 600,loss 0.0000,train acc 1.000,test acc 0.253
epoch 700,loss 0.0000,train acc 1.000,test acc 0.253
epoch 800,loss 0.0000,train acc 1.000,test acc 0.394
epoch 900,loss 0.0000,train acc 1.000,test acc 0.394
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.394
session: 0, experiment: 11
epoch 100,loss 0.0023,train acc 0.943,test acc 0.432
epoch 200,loss 0.0001,train acc 1.000,test acc 0.432
epoch 300,loss 0.0000,train acc 1.000,test acc 0.432
epoch 400,loss 0.0000,train acc 1.000,test acc 0.432
epoch 500,loss 0.0000,train acc 1.000,test acc 0.432
epoch 600,loss 0.0000,train acc 1.000,test acc 0.432
epoch 700,loss 0.0000,train acc 1.000,test acc 0.432
epoch 800,loss 0.0000,train acc 1.000,test acc 0.432
epoch 900,loss 0.0000,train acc 1.000,test acc 0.432
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.432
session: 0, experiment: 12
epoch 100,loss 0.0025,train acc 0.941,test acc 0.419
epoch 200,loss 0.0002,train acc 0.982,test acc 0.444
epoch 300,loss 0.0000,train acc 1.000,test acc 0.444
epoch 400,loss 0.0000,train acc 1.000,test acc 0.444
epoch 500,loss 0.0000,train acc 1.000,test acc 0.444
epoch 600,loss 0.0000,train acc 1.000,test acc 0.444
epoch 700,loss 0.0000,train acc 1.000,test acc 0.444
epoch 800,loss 0.0000,train acc 1.000,test acc 0.444
epoch 900,loss 0.0000,train acc 1.000,test acc 0.444
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.444
session: 0, experiment: 13
epoch 100,loss 0.0052,train acc 0.910,test acc 0.481
epoch 200,loss 0.0009,train acc 0.949,test acc 0.481
epoch 300,loss 0.0002,train acc 1.000,test acc 0.481
epoch 400,loss 0.0001,train acc 1.000,test acc 0.481
epoch 500,loss 0.0000,train acc 1.000,test acc 0.481
epoch 600,loss 0.0000,train acc 1.000,test acc 0.481
epoch 700,loss 0.0000,train acc 1.000,test acc 0.481
epoch 800,loss 0.0000,train acc 1.000,test acc 0.481
epoch 900,loss 0.0000,train acc 1.000,test acc 0.481
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.481
session: 0, experiment: 14
epoch 100,loss 0.0032,train acc 0.943,test acc 0.622
epoch 200,loss 0.0003,train acc 0.984,test acc 0.622
epoch 300,loss 0.0000,train acc 1.000,test acc 0.622
epoch 400,loss 0.0000,train acc 1.000,test acc 0.622
epoch 500,loss 0.0000,train acc 1.000,test acc 0.622
epoch 600,loss 0.0000,train acc 1.000,test acc 0.668
epoch 700,loss 0.0000,train acc 1.000,test acc 0.668
epoch 800,loss 0.0000,train acc 1.000,test acc 0.680
epoch 900,loss 0.0000,train acc 1.000,test acc 0.676
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.680
session: 1, experiment: 0
epoch 100,loss 0.0057,train acc 0.796,test acc 0.642
epoch 200,loss 0.0010,train acc 0.966,test acc 0.504
epoch 300,loss 0.0004,train acc 0.957,test acc 0.522
epoch 400,loss 0.0001,train acc 1.000,test acc 0.504
epoch 500,loss 0.0000,train acc 1.000,test acc 0.518
epoch 600,loss 0.0000,train acc 1.000,test acc 0.504
epoch 700,loss 0.0000,train acc 1.000,test acc 0.504
epoch 800,loss 0.0000,train acc 1.000,test acc 0.504
epoch 900,loss 0.0000,train acc 1.000,test acc 0.504
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.504
session: 1, experiment: 1
epoch 100,loss 0.0067,train acc 0.731,test acc 0.715
epoch 200,loss 0.0020,train acc 0.898,test acc 0.715
epoch 300,loss 0.0006,train acc 0.977,test acc 0.715
epoch 400,loss 0.0002,train acc 1.000,test acc 0.715
epoch 500,loss 0.0001,train acc 0.991,test acc 0.715
epoch 600,loss 0.0000,train acc 1.000,test acc 0.715
epoch 700,loss 0.0000,train acc 1.000,test acc 0.715
epoch 800,loss 0.0000,train acc 1.000,test acc 0.715
epoch 900,loss 0.0000,train acc 1.000,test acc 0.715
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.715
session: 1, experiment: 2
epoch 100,loss 0.0092,train acc 0.717,test acc 0.124
epoch 200,loss 0.0019,train acc 0.916,test acc 0.332
epoch 300,loss 0.0005,train acc 0.980,test acc 0.332
epoch 400,loss 0.0001,train acc 1.000,test acc 0.281
epoch 500,loss 0.0001,train acc 1.000,test acc 0.332
epoch 600,loss 0.0000,train acc 1.000,test acc 0.332
epoch 700,loss 0.0000,train acc 1.000,test acc 0.245
epoch 800,loss 0.0000,train acc 1.000,test acc 0.259
epoch 900,loss 0.0000,train acc 1.000,test acc 0.245
epoch 1000,loss 0.0001,train acc 0.973,test acc 0.204
session: 1, experiment: 3
epoch 100,loss 0.0032,train acc 0.955,test acc 0.255
epoch 200,loss 0.0005,train acc 0.955,test acc 0.255
epoch 300,loss 0.0001,train acc 1.000,test acc 0.255
epoch 400,loss 0.0000,train acc 1.000,test acc 0.255
epoch 500,loss 0.0000,train acc 1.000,test acc 0.255
epoch 600,loss 0.0000,train acc 1.000,test acc 0.255
epoch 700,loss 0.0000,train acc 1.000,test acc 0.255
epoch 800,loss 0.0000,train acc 1.000,test acc 0.321
epoch 900,loss 0.0000,train acc 1.000,test acc 0.296
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.325
session: 1, experiment: 4
epoch 100,loss 0.0040,train acc 0.918,test acc 0.577
epoch 200,loss 0.0007,train acc 0.978,test acc 0.577
epoch 300,loss 0.0002,train acc 1.000,test acc 0.577
epoch 400,loss 0.0001,train acc 1.000,test acc 0.577
epoch 500,loss 0.0000,train acc 1.000,test acc 0.577
epoch 600,loss 0.0000,train acc 1.000,test acc 0.577
epoch 700,loss 0.0000,train acc 1.000,test acc 0.577
epoch 800,loss 0.0000,train acc 1.000,test acc 0.577
epoch 900,loss 0.0000,train acc 1.000,test acc 0.577
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.577
session: 1, experiment: 5
epoch 100,loss 0.0007,train acc 0.998,test acc 0.912
epoch 200,loss 0.0000,train acc 1.000,test acc 0.912
epoch 300,loss 0.0000,train acc 1.000,test acc 0.912
epoch 400,loss 0.0000,train acc 1.000,test acc 0.912
epoch 500,loss 0.0000,train acc 1.000,test acc 0.912
epoch 600,loss 0.0000,train acc 1.000,test acc 0.912
epoch 700,loss 0.0000,train acc 1.000,test acc 0.912
epoch 800,loss 0.0000,train acc 1.000,test acc 0.912
epoch 900,loss 0.0000,train acc 1.000,test acc 0.912
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.912
session: 1, experiment: 6
epoch 100,loss 0.0056,train acc 0.819,test acc 0.693
epoch 200,loss 0.0006,train acc 0.984,test acc 0.752
epoch 300,loss 0.0001,train acc 1.000,test acc 0.664
epoch 400,loss 0.0000,train acc 1.000,test acc 0.664
epoch 500,loss 0.0000,train acc 1.000,test acc 0.664
epoch 600,loss 0.0000,train acc 1.000,test acc 0.664
epoch 700,loss 0.0000,train acc 1.000,test acc 0.664
epoch 800,loss 0.0000,train acc 1.000,test acc 0.573
epoch 900,loss 0.0000,train acc 1.000,test acc 0.599
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.599
session: 1, experiment: 7
epoch 100,loss 0.0008,train acc 0.975,test acc 0.755
epoch 200,loss 0.0001,train acc 1.000,test acc 0.737
epoch 300,loss 0.0000,train acc 1.000,test acc 0.755
epoch 400,loss 0.0000,train acc 1.000,test acc 0.759
epoch 500,loss 0.0000,train acc 1.000,test acc 0.759
epoch 600,loss 0.0000,train acc 1.000,test acc 0.752
epoch 700,loss 0.0000,train acc 1.000,test acc 0.745
epoch 800,loss 0.0000,train acc 1.000,test acc 0.650
epoch 900,loss 0.0000,train acc 1.000,test acc 0.650
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.650
session: 1, experiment: 8
epoch 100,loss 0.0059,train acc 0.780,test acc 0.391
epoch 200,loss 0.0007,train acc 1.000,test acc 0.493
epoch 300,loss 0.0001,train acc 1.000,test acc 0.551
epoch 400,loss 0.0000,train acc 1.000,test acc 0.551
epoch 500,loss 0.0000,train acc 1.000,test acc 0.551
epoch 600,loss 0.0000,train acc 1.000,test acc 0.551
epoch 700,loss 0.0000,train acc 1.000,test acc 0.551
epoch 800,loss 0.0000,train acc 1.000,test acc 0.551
epoch 900,loss 0.0000,train acc 1.000,test acc 0.551
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.551
session: 1, experiment: 9
epoch 100,loss 0.0031,train acc 0.935,test acc 0.391
epoch 200,loss 0.0004,train acc 1.000,test acc 0.099
epoch 300,loss 0.0000,train acc 1.000,test acc 0.255
epoch 400,loss 0.0000,train acc 1.000,test acc 0.255
epoch 500,loss 0.0000,train acc 1.000,test acc 0.255
epoch 600,loss 0.0000,train acc 1.000,test acc 0.255
epoch 700,loss 0.0000,train acc 1.000,test acc 0.332
epoch 800,loss 0.0000,train acc 1.000,test acc 0.318
epoch 900,loss 0.0000,train acc 1.000,test acc 0.325
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.310
session: 1, experiment: 10
epoch 100,loss 0.0062,train acc 0.808,test acc 0.547
epoch 200,loss 0.0008,train acc 0.977,test acc 0.562
epoch 300,loss 0.0001,train acc 1.000,test acc 0.723
epoch 400,loss 0.0001,train acc 1.000,test acc 0.741
epoch 500,loss 0.0000,train acc 1.000,test acc 0.741
epoch 600,loss 0.0000,train acc 1.000,test acc 0.741
epoch 700,loss 0.0000,train acc 1.000,test acc 0.741
epoch 800,loss 0.0000,train acc 1.000,test acc 0.741
epoch 900,loss 0.0000,train acc 1.000,test acc 0.741
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.741
session: 1, experiment: 11
epoch 100,loss 0.0031,train acc 0.928,test acc 0.591
epoch 200,loss 0.0001,train acc 1.000,test acc 0.591
epoch 300,loss 0.0000,train acc 1.000,test acc 0.591
epoch 400,loss 0.0000,train acc 1.000,test acc 0.591
epoch 500,loss 0.0000,train acc 1.000,test acc 0.591
epoch 600,loss 0.0000,train acc 1.000,test acc 0.591
epoch 700,loss 0.0000,train acc 1.000,test acc 0.591
epoch 800,loss 0.0000,train acc 1.000,test acc 0.591
epoch 900,loss 0.0000,train acc 1.000,test acc 0.591
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.591
session: 1, experiment: 12
epoch 100,loss 0.0016,train acc 1.000,test acc 0.708
epoch 200,loss 0.0001,train acc 1.000,test acc 0.737
epoch 300,loss 0.0000,train acc 1.000,test acc 0.752
epoch 400,loss 0.0000,train acc 1.000,test acc 0.737
epoch 500,loss 0.0000,train acc 1.000,test acc 0.734
epoch 600,loss 0.0000,train acc 1.000,test acc 0.723
epoch 700,loss 0.0000,train acc 1.000,test acc 0.730
epoch 800,loss 0.0000,train acc 1.000,test acc 0.723
epoch 900,loss 0.0000,train acc 1.000,test acc 0.734
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.730
session: 1, experiment: 13
epoch 100,loss 0.0065,train acc 0.778,test acc 0.708
epoch 200,loss 0.0008,train acc 0.978,test acc 0.763
epoch 300,loss 0.0004,train acc 0.941,test acc 0.730
epoch 400,loss 0.0001,train acc 1.000,test acc 0.832
epoch 500,loss 0.0000,train acc 1.000,test acc 0.883
epoch 600,loss 0.0000,train acc 1.000,test acc 0.927
epoch 700,loss 0.0000,train acc 1.000,test acc 0.942
epoch 800,loss 0.0000,train acc 1.000,test acc 0.861
epoch 900,loss 0.0000,train acc 1.000,test acc 1.000
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.891
session: 1, experiment: 14
epoch 100,loss 0.0048,train acc 0.867,test acc 0.380
epoch 200,loss 0.0002,train acc 1.000,test acc 0.599
epoch 300,loss 0.0001,train acc 1.000,test acc 0.599
epoch 400,loss 0.0000,train acc 1.000,test acc 0.599
epoch 500,loss 0.0000,train acc 1.000,test acc 0.599
epoch 600,loss 0.0000,train acc 1.000,test acc 0.599
epoch 700,loss 0.0000,train acc 1.000,test acc 0.599
epoch 800,loss 0.0000,train acc 1.000,test acc 0.599
epoch 900,loss 0.0000,train acc 1.000,test acc 0.599
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.558
session: 2, experiment: 0
epoch 100,loss 0.0069,train acc 0.704,test acc 0.227
epoch 200,loss 0.0012,train acc 0.921,test acc 0.396
epoch 300,loss 0.0002,train acc 1.000,test acc 0.443
epoch 400,loss 0.0001,train acc 1.000,test acc 0.431
epoch 500,loss 0.0000,train acc 1.000,test acc 0.447
epoch 600,loss 0.0000,train acc 1.000,test acc 0.467
epoch 700,loss 0.0000,train acc 1.000,test acc 0.451
epoch 800,loss 0.0000,train acc 1.000,test acc 0.459
epoch 900,loss 0.0000,train acc 1.000,test acc 0.455
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.459
session: 2, experiment: 1
epoch 100,loss 0.0072,train acc 0.702,test acc 0.227
epoch 200,loss 0.0012,train acc 0.954,test acc 0.631
epoch 300,loss 0.0003,train acc 0.988,test acc 0.561
epoch 400,loss 0.0001,train acc 1.000,test acc 0.631
epoch 500,loss 0.0000,train acc 1.000,test acc 0.576
epoch 600,loss 0.0000,train acc 1.000,test acc 0.561
epoch 700,loss 0.0000,train acc 1.000,test acc 0.569
epoch 800,loss 0.0000,train acc 1.000,test acc 0.573
epoch 900,loss 0.0000,train acc 1.000,test acc 0.537
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.525
session: 2, experiment: 2
epoch 100,loss 0.0034,train acc 0.959,test acc 0.165
epoch 200,loss 0.0001,train acc 1.000,test acc 0.208
epoch 300,loss 0.0000,train acc 1.000,test acc 0.184
epoch 400,loss 0.0000,train acc 1.000,test acc 0.184
epoch 500,loss 0.0000,train acc 1.000,test acc 0.122
epoch 600,loss 0.0000,train acc 1.000,test acc 0.184
epoch 700,loss 0.0000,train acc 1.000,test acc 0.180
epoch 800,loss 0.0000,train acc 1.000,test acc 0.102
epoch 900,loss 0.0000,train acc 1.000,test acc 0.169
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.200
session: 2, experiment: 3
epoch 100,loss 0.0052,train acc 0.838,test acc 0.529
epoch 200,loss 0.0004,train acc 1.000,test acc 0.529
epoch 300,loss 0.0001,train acc 1.000,test acc 0.529
epoch 400,loss 0.0000,train acc 1.000,test acc 0.529
epoch 500,loss 0.0000,train acc 1.000,test acc 0.529
epoch 600,loss 0.0000,train acc 1.000,test acc 0.529
epoch 700,loss 0.0000,train acc 1.000,test acc 0.529
epoch 800,loss 0.0000,train acc 1.000,test acc 0.529
epoch 900,loss 0.0000,train acc 1.000,test acc 0.529
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.529
session: 2, experiment: 4
epoch 100,loss 0.0014,train acc 0.996,test acc 0.345
epoch 200,loss 0.0001,train acc 1.000,test acc 0.416
epoch 300,loss 0.0000,train acc 1.000,test acc 0.416
epoch 400,loss 0.0000,train acc 1.000,test acc 0.416
epoch 500,loss 0.0000,train acc 1.000,test acc 0.416
epoch 600,loss 0.0000,train acc 1.000,test acc 0.416
epoch 700,loss 0.0000,train acc 1.000,test acc 0.416
epoch 800,loss 0.0000,train acc 1.000,test acc 0.416
epoch 900,loss 0.0000,train acc 1.000,test acc 0.416
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.416
session: 2, experiment: 5
epoch 100,loss 0.0002,train acc 1.000,test acc 0.604
epoch 200,loss 0.0000,train acc 1.000,test acc 0.604
epoch 300,loss 0.0000,train acc 1.000,test acc 0.604
epoch 400,loss 0.0000,train acc 1.000,test acc 0.604
epoch 500,loss 0.0000,train acc 1.000,test acc 0.604
epoch 600,loss 0.0000,train acc 1.000,test acc 0.604
epoch 700,loss 0.0000,train acc 1.000,test acc 0.604
epoch 800,loss 0.0000,train acc 1.000,test acc 0.690
epoch 900,loss 0.0000,train acc 1.000,test acc 0.604
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.604
session: 2, experiment: 6
epoch 100,loss 0.0029,train acc 0.965,test acc 0.439
epoch 200,loss 0.0001,train acc 1.000,test acc 0.439
epoch 300,loss 0.0000,train acc 1.000,test acc 0.502
epoch 400,loss 0.0000,train acc 1.000,test acc 0.506
epoch 500,loss 0.0000,train acc 1.000,test acc 0.506
epoch 600,loss 0.0000,train acc 1.000,test acc 0.502
epoch 700,loss 0.0000,train acc 1.000,test acc 0.506
epoch 800,loss 0.0000,train acc 1.000,test acc 0.506
epoch 900,loss 0.0000,train acc 1.000,test acc 0.510
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.502
session: 2, experiment: 7
epoch 100,loss 0.0005,train acc 1.000,test acc 0.369
epoch 200,loss 0.0000,train acc 1.000,test acc 0.369
epoch 300,loss 0.0000,train acc 1.000,test acc 0.369
epoch 400,loss 0.0000,train acc 1.000,test acc 0.369
epoch 500,loss 0.0000,train acc 1.000,test acc 0.333
epoch 600,loss 0.0000,train acc 1.000,test acc 0.369
epoch 700,loss 0.0000,train acc 1.000,test acc 0.353
epoch 800,loss 0.0001,train acc 0.982,test acc 0.651
epoch 900,loss 0.0000,train acc 1.000,test acc 0.357
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.369
session: 2, experiment: 8
epoch 100,loss 0.0024,train acc 0.944,test acc 0.510
epoch 200,loss 0.0002,train acc 1.000,test acc 0.631
epoch 300,loss 0.0000,train acc 1.000,test acc 0.631
epoch 400,loss 0.0000,train acc 1.000,test acc 0.631
epoch 500,loss 0.0000,train acc 1.000,test acc 0.631
epoch 600,loss 0.0000,train acc 1.000,test acc 0.631
epoch 700,loss 0.0000,train acc 1.000,test acc 0.631
epoch 800,loss 0.0000,train acc 1.000,test acc 0.631
epoch 900,loss 0.0000,train acc 1.000,test acc 0.455
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.545
session: 2, experiment: 9
epoch 100,loss 0.0015,train acc 0.993,test acc 0.839
epoch 200,loss 0.0001,train acc 1.000,test acc 0.784
epoch 300,loss 0.0000,train acc 1.000,test acc 0.784
epoch 400,loss 0.0000,train acc 1.000,test acc 0.784
epoch 500,loss 0.0000,train acc 1.000,test acc 0.784
epoch 600,loss 0.0000,train acc 1.000,test acc 0.784
epoch 700,loss 0.0000,train acc 1.000,test acc 0.784
epoch 800,loss 0.0000,train acc 1.000,test acc 0.784
epoch 900,loss 0.0000,train acc 1.000,test acc 0.784
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.784
session: 2, experiment: 10
epoch 100,loss 0.0051,train acc 0.841,test acc 0.639
epoch 200,loss 0.0004,train acc 1.000,test acc 0.706
epoch 300,loss 0.0000,train acc 1.000,test acc 0.706
epoch 400,loss 0.0000,train acc 1.000,test acc 0.706
epoch 500,loss 0.0000,train acc 1.000,test acc 0.706
epoch 600,loss 0.0000,train acc 1.000,test acc 0.706
epoch 700,loss 0.0000,train acc 1.000,test acc 0.706
epoch 800,loss 0.0000,train acc 1.000,test acc 0.706
epoch 900,loss 0.0000,train acc 1.000,test acc 0.706
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.706
session: 2, experiment: 11
epoch 100,loss 0.0016,train acc 0.982,test acc 0.631
epoch 200,loss 0.0003,train acc 0.989,test acc 0.631
epoch 300,loss 0.0003,train acc 0.988,test acc 0.631
epoch 400,loss 0.0000,train acc 1.000,test acc 0.631
epoch 500,loss 0.0000,train acc 1.000,test acc 0.631
epoch 600,loss 0.0000,train acc 1.000,test acc 0.631
epoch 700,loss 0.0000,train acc 1.000,test acc 0.631
epoch 800,loss 0.0000,train acc 1.000,test acc 0.631
epoch 900,loss 0.0000,train acc 0.984,test acc 0.631
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.631
session: 2, experiment: 12
epoch 100,loss 0.0014,train acc 0.988,test acc 0.239
epoch 200,loss 0.0004,train acc 0.977,test acc 0.239
epoch 300,loss 0.0000,train acc 1.000,test acc 0.239
epoch 400,loss 0.0000,train acc 1.000,test acc 0.239
epoch 500,loss 0.0000,train acc 1.000,test acc 0.239
epoch 600,loss 0.0000,train acc 1.000,test acc 0.239
epoch 700,loss 0.0000,train acc 1.000,test acc 0.239
epoch 800,loss 0.0000,train acc 1.000,test acc 0.239
epoch 900,loss 0.0000,train acc 1.000,test acc 0.239
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.239
session: 2, experiment: 13
epoch 100,loss 0.0033,train acc 0.818,test acc 0.847
epoch 200,loss 0.0005,train acc 0.975,test acc 0.847
epoch 300,loss 0.0001,train acc 1.000,test acc 0.847
epoch 400,loss 0.0000,train acc 1.000,test acc 0.847
epoch 500,loss 0.0000,train acc 1.000,test acc 0.847
epoch 600,loss 0.0000,train acc 1.000,test acc 0.847
epoch 700,loss 0.0000,train acc 1.000,test acc 0.847
epoch 800,loss 0.0000,train acc 1.000,test acc 0.847
epoch 900,loss 0.0000,train acc 1.000,test acc 0.847
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.847
session: 2, experiment: 14
epoch 100,loss 0.0015,train acc 0.998,test acc 0.000
epoch 200,loss 0.0001,train acc 1.000,test acc 0.149
epoch 300,loss 0.0000,train acc 1.000,test acc 0.149
epoch 400,loss 0.0000,train acc 1.000,test acc 0.149
epoch 500,loss 0.0000,train acc 1.000,test acc 0.149
