nohup: ignoring input
session: 0, experiment: 0
epoch 100,loss 0.0015,train acc 0.964,test acc 0.295
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.320
session: 0, experiment: 6
epoch 100,loss 0.0104,train acc 0.541,test acc 0.253
epoch 200,loss 0.0028,train acc 0.733,test acc 0.253
epoch 300,loss 0.0006,train acc 0.966,test acc 0.598
epoch 400,loss 0.0001,train acc 1.000,test acc 0.548
epoch 500,loss 0.0000,train acc 1.000,test acc 0.548
epoch 600,loss 0.0000,train acc 1.000,test acc 0.548
epoch 700,loss 0.0000,train acc 1.000,test acc 0.548
epoch 800,loss 0.0000,train acc 1.000,test acc 0.548
epoch 900,loss 0.0000,train acc 1.000,test acc 0.548
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.548
session: 0, experiment: 7
epoch 100,loss 0.0030,train acc 0.908,test acc 0.950
epoch 200,loss 0.0002,train acc 0.998,test acc 0.950
epoch 300,loss 0.0000,train acc 1.000,test acc 0.950
epoch 400,loss 0.0000,train acc 1.000,test acc 0.950
epoch 500,loss 0.0000,train acc 1.000,test acc 0.950
epoch 600,loss 0.0000,train acc 1.000,test acc 0.950
epoch 700,loss 0.0000,train acc 1.000,test acc 0.950
epoch 800,loss 0.0000,train acc 1.000,test acc 0.950
epoch 900,loss 0.0000,train acc 1.000,test acc 0.950
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.950
session: 0, experiment: 8
epoch 100,loss 0.0013,train acc 0.990,test acc 0.419
epoch 200,loss 0.0001,train acc 1.000,test acc 0.307
epoch 300,loss 0.0000,train acc 1.000,test acc 0.307
epoch 400,loss 0.0000,train acc 1.000,test acc 0.307
epoch 500,loss 0.0000,train acc 1.000,test acc 0.257
epoch 600,loss 0.0000,train acc 1.000,test acc 0.245
epoch 700,loss 0.0000,train acc 1.000,test acc 0.116
epoch 800,loss 0.0000,train acc 1.000,test acc 0.116
epoch 900,loss 0.0000,train acc 1.000,test acc 0.116
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.116
session: 0, experiment: 9
epoch 100,loss 0.0020,train acc 0.977,test acc 0.299
epoch 200,loss 0.0001,train acc 1.000,test acc 0.402
epoch 300,loss 0.0000,train acc 1.000,test acc 0.315
epoch 400,loss 0.0000,train acc 1.000,test acc 0.311
epoch 500,loss 0.0000,train acc 1.000,test acc 0.311
epoch 600,loss 0.0000,train acc 1.000,test acc 0.324
epoch 700,loss 0.0000,train acc 1.000,test acc 0.315
epoch 800,loss 0.0000,train acc 1.000,test acc 0.307
epoch 900,loss 0.0000,train acc 1.000,test acc 0.324
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.324
session: 0, experiment: 10
epoch 100,loss 0.0071,train acc 0.603,test acc 0.253
epoch 200,loss 0.0014,train acc 0.934,test acc 0.178
epoch 300,loss 0.0002,train acc 0.989,test acc 0.199
epoch 400,loss 0.0000,train acc 1.000,test acc 0.203
epoch 500,loss 0.0000,train acc 1.000,test acc 0.199
epoch 600,loss 0.0000,train acc 1.000,test acc 0.220
epoch 700,loss 0.0000,train acc 1.000,test acc 0.207
epoch 800,loss 0.0000,train acc 1.000,test acc 0.199
epoch 900,loss 0.0000,train acc 1.000,test acc 0.207
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.207
session: 0, experiment: 11
epoch 100,loss 0.0019,train acc 0.943,test acc 0.432
epoch 200,loss 0.0001,train acc 1.000,test acc 0.361
epoch 300,loss 0.0000,train acc 1.000,test acc 0.361
epoch 400,loss 0.0000,train acc 1.000,test acc 0.361
epoch 500,loss 0.0000,train acc 1.000,test acc 0.361
epoch 600,loss 0.0000,train acc 1.000,test acc 0.361
epoch 700,loss 0.0000,train acc 1.000,test acc 0.361
epoch 800,loss 0.0000,train acc 1.000,test acc 0.361
epoch 900,loss 0.0000,train acc 1.000,test acc 0.361
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.361
session: 0, experiment: 12
epoch 100,loss 0.0014,train acc 0.997,test acc 0.485
epoch 200,loss 0.0000,train acc 1.000,test acc 0.585
epoch 300,loss 0.0000,train acc 1.000,test acc 0.519
epoch 400,loss 0.0000,train acc 1.000,test acc 0.519
epoch 500,loss 0.0000,train acc 1.000,test acc 0.598
epoch 600,loss 0.0000,train acc 1.000,test acc 0.539
epoch 700,loss 0.0000,train acc 1.000,test acc 0.581
epoch 800,loss 0.0000,train acc 1.000,test acc 0.577
epoch 900,loss 0.0000,train acc 1.000,test acc 0.577
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.539
session: 0, experiment: 13
epoch 100,loss 0.0072,train acc 0.698,test acc 0.411
epoch 200,loss 0.0020,train acc 0.828,test acc 0.411
epoch 300,loss 0.0002,train acc 1.000,test acc 0.481
epoch 400,loss 0.0000,train acc 1.000,test acc 0.481
epoch 500,loss 0.0000,train acc 1.000,test acc 0.423
epoch 600,loss 0.0000,train acc 1.000,test acc 0.427
epoch 700,loss 0.0000,train acc 1.000,test acc 0.411
epoch 800,loss 0.0000,train acc 1.000,test acc 0.411
epoch 900,loss 0.0000,train acc 1.000,test acc 0.411
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.411
session: 0, experiment: 14
epoch 100,loss 0.0008,train acc 0.998,test acc 0.934
epoch 200,loss 0.0000,train acc 1.000,test acc 0.817
epoch 300,loss 0.0000,train acc 1.000,test acc 0.817
epoch 400,loss 0.0000,train acc 1.000,test acc 0.826
epoch 500,loss 0.0000,train acc 1.000,test acc 0.838
epoch 600,loss 0.0000,train acc 1.000,test acc 0.842
epoch 700,loss 0.0000,train acc 1.000,test acc 0.855
epoch 800,loss 0.0000,train acc 1.000,test acc 0.884
epoch 900,loss 0.0000,train acc 1.000,test acc 0.867
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.884
session: 1, experiment: 0
epoch 100,loss 0.0043,train acc 0.821,test acc 0.504
epoch 200,loss 0.0006,train acc 0.953,test acc 0.664
epoch 300,loss 0.0001,train acc 1.000,test acc 0.504
epoch 400,loss 0.0001,train acc 0.998,test acc 0.602
epoch 500,loss 0.0000,train acc 1.000,test acc 0.631
epoch 600,loss 0.0013,train acc 0.839,test acc 0.726
epoch 700,loss 0.0000,train acc 1.000,test acc 0.664
epoch 800,loss 0.0000,train acc 1.000,test acc 0.664
epoch 900,loss 0.0000,train acc 1.000,test acc 0.664
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.664
session: 1, experiment: 1
epoch 100,loss 0.0055,train acc 0.670,test acc 0.715
epoch 200,loss 0.0016,train acc 0.894,test acc 0.653
epoch 300,loss 0.0005,train acc 0.978,test acc 0.580
epoch 400,loss 0.0001,train acc 0.989,test acc 0.595
epoch 500,loss 0.0001,train acc 0.991,test acc 0.602
epoch 600,loss 0.0000,train acc 1.000,test acc 0.715
epoch 700,loss 0.0000,train acc 1.000,test acc 0.613
epoch 800,loss 0.0000,train acc 1.000,test acc 0.715
epoch 900,loss 0.0000,train acc 1.000,test acc 0.715
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.715
session: 1, experiment: 2
epoch 100,loss 0.0081,train acc 0.686,test acc 0.223
epoch 200,loss 0.0026,train acc 0.767,test acc 0.226
epoch 300,loss 0.0012,train acc 0.848,test acc 0.095
epoch 400,loss 0.0003,train acc 0.943,test acc 0.248
epoch 500,loss 0.0002,train acc 0.998,test acc 0.088
epoch 600,loss 0.0001,train acc 1.000,test acc 0.091
epoch 700,loss 0.0000,train acc 1.000,test acc 0.091
epoch 800,loss 0.0000,train acc 1.000,test acc 0.135
epoch 900,loss 0.0000,train acc 1.000,test acc 0.168
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.168
session: 1, experiment: 3
epoch 100,loss 0.0021,train acc 0.955,test acc 0.500
epoch 200,loss 0.0001,train acc 1.000,test acc 0.325
epoch 300,loss 0.0000,train acc 1.000,test acc 0.361
epoch 400,loss 0.0000,train acc 1.000,test acc 0.361
epoch 500,loss 0.0000,train acc 1.000,test acc 0.361
epoch 600,loss 0.0000,train acc 1.000,test acc 0.376
epoch 700,loss 0.0000,train acc 1.000,test acc 0.394
epoch 800,loss 0.0000,train acc 1.000,test acc 0.522
epoch 900,loss 0.0000,train acc 1.000,test acc 0.361
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.522
session: 1, experiment: 4
epoch 100,loss 0.0034,train acc 0.830,test acc 0.237
epoch 200,loss 0.0002,train acc 1.000,test acc 0.577
epoch 300,loss 0.0000,train acc 1.000,test acc 0.577
epoch 400,loss 0.0000,train acc 1.000,test acc 0.577
epoch 500,loss 0.0000,train acc 1.000,test acc 0.577
epoch 600,loss 0.0000,train acc 1.000,test acc 0.577
epoch 700,loss 0.0000,train acc 1.000,test acc 0.577
epoch 800,loss 0.0000,train acc 1.000,test acc 0.577
epoch 900,loss 0.0000,train acc 1.000,test acc 0.577
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.577
session: 1, experiment: 5
epoch 100,loss 0.0006,train acc 0.996,test acc 0.836
epoch 200,loss 0.0001,train acc 1.000,test acc 0.912
epoch 300,loss 0.0000,train acc 1.000,test acc 0.912
epoch 400,loss 0.0000,train acc 1.000,test acc 0.912
epoch 500,loss 0.0000,train acc 1.000,test acc 0.912
epoch 600,loss 0.0001,train acc 0.953,test acc 0.912
epoch 700,loss 0.0000,train acc 1.000,test acc 0.912
epoch 800,loss 0.0000,train acc 1.000,test acc 0.912
epoch 900,loss 0.0000,train acc 1.000,test acc 0.912
epoch 1000,loss 0.0003,train acc 0.901,test acc 0.912
session: 1, experiment: 6
epoch 100,loss 0.0010,train acc 1.000,test acc 0.562
epoch 200,loss 0.0000,train acc 1.000,test acc 0.464
epoch 300,loss 0.0000,train acc 1.000,test acc 0.456
epoch 400,loss 0.0000,train acc 1.000,test acc 0.453
epoch 500,loss 0.0000,train acc 1.000,test acc 0.518
epoch 600,loss 0.0000,train acc 1.000,test acc 0.474
epoch 700,loss 0.0000,train acc 1.000,test acc 0.573
epoch 800,loss 0.0000,train acc 1.000,test acc 0.536
epoch 900,loss 0.0000,train acc 1.000,test acc 0.365
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.296
session: 1, experiment: 7
epoch 100,loss 0.0006,train acc 0.993,test acc 0.664
epoch 200,loss 0.0002,train acc 0.991,test acc 0.664
epoch 300,loss 0.0000,train acc 1.000,test acc 0.748
epoch 400,loss 0.0000,train acc 1.000,test acc 0.741
epoch 500,loss 0.0000,train acc 1.000,test acc 0.748
epoch 600,loss 0.0000,train acc 1.000,test acc 0.755
epoch 700,loss 0.0000,train acc 1.000,test acc 0.755
epoch 800,loss 0.0000,train acc 1.000,test acc 0.752
epoch 900,loss 0.0000,train acc 1.000,test acc 0.755
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.748
session: 1, experiment: 8
epoch 100,loss 0.0067,train acc 0.780,test acc 0.303
epoch 200,loss 0.0012,train acc 0.934,test acc 0.427
epoch 300,loss 0.0003,train acc 0.991,test acc 0.588
epoch 400,loss 0.0002,train acc 0.986,test acc 0.427
epoch 500,loss 0.0002,train acc 0.986,test acc 0.427
epoch 600,loss 0.0001,train acc 0.996,test acc 0.427
epoch 700,loss 0.0000,train acc 1.000,test acc 0.588
epoch 800,loss 0.0000,train acc 1.000,test acc 0.588
epoch 900,loss 0.0000,train acc 1.000,test acc 0.489
epoch 1000,loss 0.0001,train acc 0.966,test acc 0.427
session: 1, experiment: 9
epoch 100,loss 0.0048,train acc 0.844,test acc 0.555
epoch 200,loss 0.0004,train acc 1.000,test acc 0.255
epoch 300,loss 0.0001,train acc 1.000,test acc 0.255
epoch 400,loss 0.0001,train acc 1.000,test acc 0.255
epoch 500,loss 0.0000,train acc 1.000,test acc 0.255
epoch 600,loss 0.0001,train acc 0.989,test acc 0.277
epoch 700,loss 0.0000,train acc 1.000,test acc 0.255
epoch 800,loss 0.0000,train acc 1.000,test acc 0.255
epoch 900,loss 0.0000,train acc 1.000,test acc 0.255
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.255
session: 1, experiment: 10
epoch 100,loss 0.0075,train acc 0.647,test acc 0.599
epoch 200,loss 0.0011,train acc 0.971,test acc 0.741
epoch 300,loss 0.0001,train acc 0.998,test acc 0.617
epoch 400,loss 0.0000,train acc 1.000,test acc 0.657
epoch 500,loss 0.0000,train acc 1.000,test acc 0.624
epoch 600,loss 0.0000,train acc 1.000,test acc 0.701
epoch 700,loss 0.0000,train acc 1.000,test acc 0.701
epoch 800,loss 0.0000,train acc 1.000,test acc 0.664
epoch 900,loss 0.0000,train acc 1.000,test acc 0.595
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.577
session: 1, experiment: 11
epoch 100,loss 0.0022,train acc 0.937,test acc 0.591
epoch 200,loss 0.0002,train acc 1.000,test acc 0.558
epoch 300,loss 0.0000,train acc 1.000,test acc 0.591
epoch 400,loss 0.0000,train acc 1.000,test acc 0.591
epoch 500,loss 0.0000,train acc 1.000,test acc 0.591
epoch 600,loss 0.0000,train acc 1.000,test acc 0.591
epoch 700,loss 0.0000,train acc 1.000,test acc 0.591
epoch 800,loss 0.0000,train acc 1.000,test acc 0.591
epoch 900,loss 0.0000,train acc 1.000,test acc 0.591
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.591
session: 1, experiment: 12
epoch 100,loss 0.0008,train acc 1.000,test acc 0.730
epoch 200,loss 0.0000,train acc 1.000,test acc 0.785
epoch 300,loss 0.0000,train acc 1.000,test acc 0.785
epoch 400,loss 0.0000,train acc 1.000,test acc 0.785
epoch 500,loss 0.0000,train acc 1.000,test acc 0.785
epoch 600,loss 0.0000,train acc 1.000,test acc 0.785
epoch 700,loss 0.0000,train acc 1.000,test acc 0.785
epoch 800,loss 0.0000,train acc 1.000,test acc 0.785
epoch 900,loss 0.0000,train acc 1.000,test acc 0.785
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.785
session: 1, experiment: 13
epoch 100,loss 0.0062,train acc 0.704,test acc 0.639
epoch 200,loss 0.0007,train acc 0.991,test acc 0.544
epoch 300,loss 0.0001,train acc 1.000,test acc 0.628
epoch 400,loss 0.0000,train acc 1.000,test acc 0.708
epoch 500,loss 0.0000,train acc 1.000,test acc 0.708
epoch 600,loss 0.0000,train acc 1.000,test acc 0.708
epoch 700,loss 0.0000,train acc 1.000,test acc 0.682
epoch 800,loss 0.0000,train acc 1.000,test acc 0.752
epoch 900,loss 0.0000,train acc 1.000,test acc 0.708
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.796
session: 1, experiment: 14
epoch 100,loss 0.0078,train acc 0.649,test acc 0.124
epoch 200,loss 0.0009,train acc 0.961,test acc 0.456
epoch 300,loss 0.0001,train acc 1.000,test acc 0.599
epoch 400,loss 0.0002,train acc 0.978,test acc 0.599
epoch 500,loss 0.0000,train acc 1.000,test acc 0.599
epoch 600,loss 0.0000,train acc 1.000,test acc 0.599
epoch 700,loss 0.0000,train acc 1.000,test acc 0.599
epoch 800,loss 0.0000,train acc 1.000,test acc 0.599
epoch 900,loss 0.0000,train acc 1.000,test acc 0.599
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.599
session: 2, experiment: 0
epoch 100,loss 0.0083,train acc 0.631,test acc 0.380
epoch 200,loss 0.0027,train acc 0.741,test acc 0.278
epoch 300,loss 0.0004,train acc 1.000,test acc 0.227
epoch 400,loss 0.0001,train acc 1.000,test acc 0.227
epoch 500,loss 0.0000,train acc 1.000,test acc 0.227
epoch 600,loss 0.0000,train acc 1.000,test acc 0.227
epoch 700,loss 0.0000,train acc 1.000,test acc 0.227
epoch 800,loss 0.0000,train acc 1.000,test acc 0.227
epoch 900,loss 0.0000,train acc 1.000,test acc 0.227
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.067
session: 2, experiment: 1
epoch 100,loss 0.0057,train acc 0.790,test acc 0.314
epoch 200,loss 0.0019,train acc 0.799,test acc 0.482
epoch 300,loss 0.0004,train acc 0.986,test acc 0.482
epoch 400,loss 0.0000,train acc 1.000,test acc 0.482
epoch 500,loss 0.0000,train acc 1.000,test acc 0.482
epoch 600,loss 0.0000,train acc 1.000,test acc 0.482
epoch 700,loss 0.0000,train acc 1.000,test acc 0.482
epoch 800,loss 0.0000,train acc 1.000,test acc 0.482
epoch 900,loss 0.0000,train acc 1.000,test acc 0.482
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.482
session: 2, experiment: 2
epoch 100,loss 0.0013,train acc 0.995,test acc 0.243
epoch 200,loss 0.0000,train acc 1.000,test acc 0.039
epoch 300,loss 0.0001,train acc 0.998,test acc 0.149
epoch 400,loss 0.0000,train acc 1.000,test acc 0.208
epoch 500,loss 0.0000,train acc 1.000,test acc 0.176
epoch 600,loss 0.0000,train acc 1.000,test acc 0.161
epoch 700,loss 0.0000,train acc 1.000,test acc 0.114
epoch 800,loss 0.0000,train acc 0.995,test acc 0.024
epoch 900,loss 0.0000,train acc 1.000,test acc 0.024
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.016
session: 2, experiment: 3
epoch 100,loss 0.0063,train acc 0.684,test acc 0.482
epoch 200,loss 0.0020,train acc 0.847,test acc 0.525
epoch 300,loss 0.0003,train acc 0.982,test acc 0.682
epoch 400,loss 0.0001,train acc 1.000,test acc 0.682
epoch 500,loss 0.0000,train acc 1.000,test acc 0.663
epoch 600,loss 0.0000,train acc 1.000,test acc 0.659
epoch 700,loss 0.0000,train acc 1.000,test acc 0.671
epoch 800,loss 0.0000,train acc 1.000,test acc 0.682
epoch 900,loss 0.0000,train acc 1.000,test acc 0.682
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.671
session: 2, experiment: 4
epoch 100,loss 0.0009,train acc 0.989,test acc 0.329
epoch 200,loss 0.0001,train acc 1.000,test acc 0.455
epoch 300,loss 0.0000,train acc 1.000,test acc 0.400
epoch 400,loss 0.0000,train acc 1.000,test acc 0.435
epoch 500,loss 0.0000,train acc 1.000,test acc 0.329
epoch 600,loss 0.0000,train acc 1.000,test acc 0.392
epoch 700,loss 0.0000,train acc 1.000,test acc 0.400
epoch 800,loss 0.0000,train acc 1.000,test acc 0.329
epoch 900,loss 0.0000,train acc 1.000,test acc 0.376
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.329
session: 2, experiment: 5
epoch 100,loss 0.0002,train acc 1.000,test acc 0.776
epoch 200,loss 0.0000,train acc 1.000,test acc 0.741
epoch 300,loss 0.0000,train acc 1.000,test acc 0.745
epoch 400,loss 0.0000,train acc 1.000,test acc 0.737
epoch 500,loss 0.0000,train acc 1.000,test acc 0.718
epoch 600,loss 0.0000,train acc 1.000,test acc 0.690
epoch 700,loss 0.0000,train acc 1.000,test acc 0.690
epoch 800,loss 0.0000,train acc 1.000,test acc 0.690
epoch 900,loss 0.0000,train acc 1.000,test acc 0.698
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.690
session: 2, experiment: 6
epoch 100,loss 0.0032,train acc 0.959,test acc 0.443
epoch 200,loss 0.0001,train acc 1.000,test acc 0.510
epoch 300,loss 0.0000,train acc 1.000,test acc 0.510
epoch 400,loss 0.0000,train acc 1.000,test acc 0.510
epoch 500,loss 0.0000,train acc 1.000,test acc 0.510
epoch 600,loss 0.0000,train acc 1.000,test acc 0.510
epoch 700,loss 0.0000,train acc 1.000,test acc 0.510
epoch 800,loss 0.0000,train acc 1.000,test acc 0.510
epoch 900,loss 0.0000,train acc 1.000,test acc 0.510
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.510
session: 2, experiment: 7
epoch 100,loss 0.0005,train acc 0.998,test acc 0.208
epoch 200,loss 0.0000,train acc 1.000,test acc 0.251
epoch 300,loss 0.0000,train acc 1.000,test acc 0.275
epoch 400,loss 0.0000,train acc 1.000,test acc 0.275
epoch 500,loss 0.0000,train acc 1.000,test acc 0.275
epoch 600,loss 0.0000,train acc 1.000,test acc 0.275
epoch 700,loss 0.0000,train acc 1.000,test acc 0.275
epoch 800,loss 0.0000,train acc 0.996,test acc 0.208
epoch 900,loss 0.0000,train acc 1.000,test acc 0.275
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.275
session: 2, experiment: 8
epoch 100,loss 0.0025,train acc 0.917,test acc 0.153
epoch 200,loss 0.0004,train acc 0.991,test acc 0.169
epoch 300,loss 0.0000,train acc 1.000,test acc 0.153
epoch 400,loss 0.0000,train acc 1.000,test acc 0.153
epoch 500,loss 0.0000,train acc 1.000,test acc 0.153
epoch 600,loss 0.0000,train acc 1.000,test acc 0.153
epoch 700,loss 0.0000,train acc 1.000,test acc 0.153
epoch 800,loss 0.0000,train acc 1.000,test acc 0.153
epoch 900,loss 0.0000,train acc 1.000,test acc 0.153
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.224
session: 2, experiment: 9
epoch 100,loss 0.0012,train acc 0.993,test acc 0.839
epoch 200,loss 0.0001,train acc 0.991,test acc 0.839
epoch 300,loss 0.0001,train acc 1.000,test acc 0.839
epoch 400,loss 0.0000,train acc 1.000,test acc 0.839
epoch 500,loss 0.0000,train acc 1.000,test acc 0.839
epoch 600,loss 0.0000,train acc 1.000,test acc 0.839
epoch 700,loss 0.0000,train acc 1.000,test acc 0.839
epoch 800,loss 0.0000,train acc 1.000,test acc 0.839
epoch 900,loss 0.0000,train acc 1.000,test acc 0.839
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.839
session: 2, experiment: 10
epoch 100,loss 0.0060,train acc 0.769,test acc 0.227
epoch 200,loss 0.0002,train acc 1.000,test acc 0.706
epoch 300,loss 0.0000,train acc 1.000,test acc 0.706
epoch 400,loss 0.0000,train acc 1.000,test acc 0.706
epoch 500,loss 0.0000,train acc 1.000,test acc 0.706
epoch 600,loss 0.0000,train acc 1.000,test acc 0.706
epoch 700,loss 0.0000,train acc 1.000,test acc 0.706
epoch 800,loss 0.0000,train acc 1.000,test acc 0.706
epoch 900,loss 0.0000,train acc 1.000,test acc 0.706
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.706
session: 2, experiment: 11
epoch 100,loss 0.0027,train acc 0.912,test acc 0.282
epoch 200,loss 0.0003,train acc 0.993,test acc 0.282
epoch 300,loss 0.0001,train acc 1.000,test acc 0.345
epoch 400,loss 0.0002,train acc 0.968,test acc 0.435
epoch 500,loss 0.0000,train acc 1.000,test acc 0.341
epoch 600,loss 0.0000,train acc 1.000,test acc 0.376
epoch 700,loss 0.0000,train acc 1.000,test acc 0.357
epoch 800,loss 0.0000,train acc 1.000,test acc 0.396
epoch 900,loss 0.0000,train acc 1.000,test acc 0.533
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.533
session: 2, experiment: 12
epoch 100,loss 0.0020,train acc 0.958,test acc 0.514
epoch 200,loss 0.0004,train acc 0.989,test acc 0.239
epoch 300,loss 0.0000,train acc 1.000,test acc 0.239
epoch 400,loss 0.0002,train acc 0.959,test acc 0.306
epoch 500,loss 0.0000,train acc 1.000,test acc 0.239
epoch 600,loss 0.0001,train acc 0.986,test acc 0.239
epoch 700,loss 0.0000,train acc 1.000,test acc 0.239
epoch 800,loss 0.0000,train acc 1.000,test acc 0.239
epoch 900,loss 0.0000,train acc 1.000,test acc 0.239
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.239
session: 2, experiment: 13
epoch 100,loss 0.0041,train acc 0.713,test acc 0.686
epoch 200,loss 0.0006,train acc 0.988,test acc 0.631
epoch 300,loss 0.0001,train acc 1.000,test acc 0.847
epoch 400,loss 0.0000,train acc 1.000,test acc 0.847
epoch 500,loss 0.0000,train acc 1.000,test acc 0.824
epoch 600,loss 0.0000,train acc 1.000,test acc 0.824
epoch 700,loss 0.0000,train acc 1.000,test acc 0.816
epoch 800,loss 0.0000,train acc 1.000,test acc 0.808
epoch 900,loss 0.0000,train acc 1.000,test acc 0.812
epoch 1000,loss 0.0000,train acc 1.000,test acc 0.784
session: 2, experiment: 14
epoch 100,loss 0.0007,train acc 1.000,test acc 0.000
epoch 200,loss 0.0001,train acc 1.000,test acc 0.149
epoch 300,loss 0.0000,train acc 1.000,test acc 0.086
epoch 400,loss 0.0000,train acc 1.000,test acc 0.227
epoch 500,loss 0.0000,train acc 1.000,test acc 0.259
